order_id,customer_id,order_date,order_status,last_order_status_update,payment_type,payment_currency_code,payment_transaction_id,email,shipping_method,shipping_destination,shipping_street_address,shipping_city,shipping_state,shipping_zip,billing_street_address,billing_city,billing_state,billing_zip,store_id,plan_id,store_address,store_city,store_state,store_zip,last_modified,_change_request_type,order_total,payment_amount
263,54737661,2025-12-18 09:47:03,delivered,2025-12-19 12:47:03,credit,USD,263,ruperta.hender@emailsim.io,overnight,home,14952 River Road,Houston,TX,77025,14952 River Road,Houston,TX,77025,1,,29 Milwaukee Place,Albany,NY,12227,2025-12-19 12:47:03,u,4799.95,4799.95
264,54737661,2025-08-02 23:51:58,picked up,2025-08-03 11:51:58,credit,USD,264,amil.kender@emailsim.io,,,3501 Roosevelt Avenue,Colorado Springs,CO,80920,3501 Roosevelt Avenue,Colorado Springs,CO,80920,3,,6 Twin Pines Circle,Arlington,VA,22234,2025-08-03 11:51:58,u,6699.94,6699.94
265,49033802,2025-07-05 18:35:12,placed,2025-07-05 18:35:12,debit,USD,265,clara.poll@emailsim.io,overnight,home,1150 California Street,Augusta,GA,30905,1150 California Street,Augusta,GA,30905,3,,6 Twin Pines Circle,Arlington,VA,22234,2025-07-05 18:35:12,u,7399.92,7399.92
266,49033802,2025-12-03 17:16:43,cancelled,2025-12-04 04:16:43,cash,USD,266,danna.laybourne@emailsim.io,standard,store,29 Milwaukee Place,Albany,TN,12227,13728 Harrison Street,Memphis,TN,38109,1,,29 Milwaukee Place,Albany,NY,12227,2025-12-04 04:16:43,u,6699.95,6699.95
267,50581674,2025-07-23 01:11:31,delivered,2025-07-23 09:11:31,credit,USD,267,ruperta.hender@emailsim.io,expedited,home,2589 Cleveland Street,Indianapolis,IN,46202,2589 Cleveland Street,Indianapolis,IN,46202,1,,29 Milwaukee Place,Albany,NY,12227,2025-07-23 09:11:31,u,1199.98,1199.98
268,50581674,2025-08-01 07:01:43,shipped,2025-08-02 06:01:43,credit,USD,268,kiele.pohling@emailsim.io,expedited,store,35901 Anniversary Parkway,Tulsa,MI,74116,3360 Grant Street,Detroit,MI,48217,4,,35901 Anniversary Parkway,Tulsa,OK,74116,2025-08-02 06:01:43,u,5099.94,5099.94
269,50581674,2025-08-12 22:34:32,picked up,2025-08-14 00:34:32,cash,USD,269,stephenie.attenbrough@emailsim.io,,,4330 East Street,Colorado Springs,CO,80940,4330 East Street,Colorado Springs,CO,80940,2,,475 Center Place,Atlanta,GA,30301,2025-08-14 00:34:32,u,5299.94,5299.94
270,62001453,2025-08-27 12:44:00,ready for pickup,2025-08-28 01:44:00,credit,USD,270,erik.carous@emailsim.io,standard,home,5546 Canyon Road,Huntington,WV,25770,5546 Canyon Road,Huntington,WV,25770,4,,35901 Anniversary Parkway,Tulsa,OK,74116,2025-08-28 01:44:00,u,3799.96,3799.96
271,62001453,2025-09-26 05:10:01,shipped,2025-09-26 10:10:01,credit,USD,271,dov.tumulty@emailsim.io,expedited,home,8020 Buchanan Street,Schenectady,NY,12305,8020 Buchanan Street,Schenectady,NY,12305,2,,475 Center Place,Atlanta,GA,30301,2025-09-26 10:10:01,u,6299.92,6299.92
272,62001453,2025-11-08 04:18:12,placed,2025-11-08 04:18:12,credit,USD,272,wainwright.colecrough@emailsim.io,overnight,store,7 Tennyson Park,Houston,CO,77206,11600 Commerce Street,Denver,CO,80270,5,,7 Tennyson Park,Houston,TX,77206,2025-11-08 04:18:12,u,6399.94,6399.94
273,43648096,2025-11-06 14:35:29,ready for pickup,2025-11-07 22:35:29,credit,USD,273,tania.harsant@emailsim.io,standard,home,11469 Georgia Street,San Jose,CA,95118,11469 Georgia Street,San Jose,CA,95118,4,,35901 Anniversary Parkway,Tulsa,OK,74116,2025-11-07 22:35:29,u,4699.95,4699.95
274,43648096,2025-08-15 09:07:00,delivered,2025-08-16 11:07:00,credit,USD,274,corabella.bernardy@emailsim.io,overnight,store,475 Center Place,Atlanta,FL,30301,4533 Woodland Drive,Tampa,FL,33620,2,,475 Center Place,Atlanta,GA,30301,2025-08-16 11:07:00,u,7599.91,7599.91
275,43648096,2025-11-29 12:59:56,picked up,2025-11-30 23:59:56,debit,USD,275,vite.brekonridge@emailsim.io,,,13380 Ohio Street,Madison,WI,53710,13380 Ohio Street,Madison,WI,53710,5,,7 Tennyson Park,Houston,TX,77206,2025-11-30 23:59:56,u,4599.96,4599.96
276,43648096,2025-10-17 07:09:35,cancelled,2025-10-19 05:09:35,credit,USD,276,isobel.mckennan@emailsim.io,expedited,store,29 Milwaukee Place,Albany,WY,12227,9776 Broad Street,Cheyenne,WY,82007,1,,29 Milwaukee Place,Albany,NY,12227,2025-10-19 05:09:35,u,8099.92,8099.92
277,24158844,2025-09-09 02:49:46,ready for pickup,2025-09-09 21:49:46,credit,USD,277,willis.kimbrey@emailsim.io,expedited,home,6595 Valley Road,Phoenix,AZ,85077,6595 Valley Road,Phoenix,AZ,85077,3,,6 Twin Pines Circle,Arlington,VA,22234,2025-09-09 21:49:46,u,9799.91,9799.91
278,24158844,2025-12-10 11:08:34,delivered,2025-12-12 09:08:34,credit,USD,278,lek.carrigan@emailsim.io,overnight,store,35901 Anniversary Parkway,Tulsa,NY,74116,14290 Texas Avenue,Jamaica,NY,11407,4,,35901 Anniversary Parkway,Tulsa,OK,74116,2025-12-12 09:08:34,u,5799.93,5799.93
279,24158844,2025-10-25 00:05:08,picked up,2025-10-25 21:05:08,credit,USD,279,basilius.herety@emailsim.io,,,10418 Grove Street,Washington,DC,20029,10418 Grove Street,Washington,DC,20029,2,,475 Center Place,Atlanta,GA,30301,2025-10-25 21:05:08,u,7499.94,7499.94
280,65620893,2025-12-12 00:11:21,cancelled,2025-12-12 07:11:21,debit,USD,280,tania.harsant@emailsim.io,overnight,home,14419 Meadow Lane,Waterbury,CT,06705,14419 Meadow Lane,Waterbury,CT,06705,1,,29 Milwaukee Place,Albany,NY,12227,2025-12-12 07:11:21,u,2599.98,2599.98
281,65620893,2025-09-17 23:43:02,shipped,2025-09-19 20:43:02,credit,USD,281,gordy.glowacki@emailsim.io,standard,home,7334 Magnolia Avenue,Fort Wayne,IN,46857,7334 Magnolia Avenue,Fort Wayne,IN,46857,3,,6 Twin Pines Circle,Arlington,VA,22234,2025-09-19 20:43:02,u,6899.92,6899.92
282,94956887,2025-08-21 20:00:57,placed,2025-08-21 20:00:57,credit,USD,282,edouard.hargitt@emailsim.io,expedited,store,7 Tennyson Park,Houston,CT,77206,5071 Hillside Avenue,Hartford,CT,06145,5,,7 Tennyson Park,Houston,TX,77206,2025-08-21 20:00:57,u,2799.96,2799.96
283,94956887,2025-09-22 21:14:28,delivered,2025-09-22 22:14:28,debit,USD,283,lexie.silverman@emailsim.io,overnight,home,7742 Veterans Drive,Albany,NY,12237,7742 Veterans Drive,Albany,NY,12237,3,,6 Twin Pines Circle,Arlington,VA,22234,2025-09-22 22:14:28,u,4799.95,4799.95
284,94956887,2025-11-29 21:28:55,placed,2025-11-29 21:28:55,credit,USD,284,lionel.linnett@emailsim.io,standard,store,29 Milwaukee Place,Albany,CA,12227,13409 Ridge Road,San Mateo,CA,94405,1,,29 Milwaukee Place,Albany,NY,12227,2025-11-29 21:28:55,u,5799.93,5799.93
285,53392741,2025-11-04 12:32:33,picked up,2025-11-04 17:32:33,credit,USD,285,jervis.bradane@emailsim.io,,,11295 Circle Drive,Atlanta,GA,31106,11295 Circle Drive,Atlanta,GA,31106,5,,7 Tennyson Park,Houston,TX,77206,2025-11-04 17:32:33,u,4499.95,4499.95
286,53392741,2025-08-14 09:03:31,cancelled,2025-08-15 20:03:31,gift,USD,286,morris.dietzler@emailsim.io,standard,store,29 Milwaukee Place,Albany,CA,12227,4450 Lakeview Avenue,Sacramento,CA,94291,1,,29 Milwaukee Place,Albany,NY,12227,2025-08-15 20:03:31,u,8199.92,8199.92
287,53392741,2025-11-24 21:25:51,shipped,2025-11-26 17:25:51,credit,USD,287,lou.erricker@emailsim.io,expedited,store,6 Twin Pines Circle,Arlington,IL,22234,12992 Vista Drive,Palatine,IL,60078,3,,6 Twin Pines Circle,Arlington,VA,22234,2025-11-26 17:25:51,u,5999.95,5999.95
288,48191080,2025-11-03 22:15:09,ready for pickup,2025-11-04 21:15:09,gift,USD,288,clara.poll@emailsim.io,overnight,home,11245 State Street,Atlanta,GA,30358,11245 State Street,Atlanta,GA,30358,5,,7 Tennyson Park,Houston,TX,77206,2025-11-04 21:15:09,u,3299.96,3299.96
289,48191080,2025-07-21 00:37:32,shipped,2025-07-21 15:37:32,credit,USD,289,pail.belding@emailsim.io,overnight,store,29 Milwaukee Place,Albany,HI,12227,2421 Old Town Road,Honolulu,HI,96840,1,,29 Milwaukee Place,Albany,NY,12227,2025-07-21 15:37:32,u,4199.95,4199.95
290,48191080,2025-10-03 18:06:09,placed,2025-10-03 18:06:09,credit,USD,290,loutitia.cornish@emailsim.io,standard,home,8648 Spring Street,Washington,DC,20036,8648 Spring Street,Washington,DC,20036,3,,6 Twin Pines Circle,Arlington,VA,22234,2025-10-03 18:06:09,u,7199.9,7199.9
291,23728077,2025-06-22 14:14:44,ready for pickup,2025-06-22 23:14:44,credit,USD,291,sancho.zipsell@emailsim.io,expedited,store,7 Tennyson Park,Houston,SC,77206,52 Chestnut Street,Greenville,SC,29605,5,,7 Tennyson Park,Houston,TX,77206,2025-06-22 23:14:44,u,5699.94,5699.94
292,23728077,2025-09-26 02:37:35,delivered,2025-09-27 04:37:35,credit,USD,292,ashil.dibdall@emailsim.io,expedited,home,8011 Terrace Avenue,Buffalo,NY,14215,8011 Terrace Avenue,Buffalo,NY,14215,1,,29 Milwaukee Place,Albany,NY,12227,2025-09-27 04:37:35,u,7399.92,7399.92
293,51087608,2025-08-08 07:31:23,picked up,2025-08-08 19:31:23,credit,USD,293,loutitia.cornish@emailsim.io,,,3945 Lake Drive,Brooklyn,NY,11210,3945 Lake Drive,Brooklyn,NY,11210,2,,475 Center Place,Atlanta,GA,30301,2025-08-08 19:31:23,u,8999.94,8999.94
294,51087608,2025-08-20 19:47:46,cancelled,2025-08-22 13:47:46,credit,USD,294,herminia.scryne@emailsim.io,standard,store,7 Tennyson Park,Houston,IL,77206,4987 Hillside Avenue,Carol Stream,IL,60351,5,,7 Tennyson Park,Houston,TX,77206,2025-08-22 13:47:46,u,5099.95,5099.95
295,11888835,2025-10-12 12:06:30,shipped,2025-10-14 01:06:30,credit,USD,295,sayres.hutchens@emailsim.io,standard,home,9377 Taylor Street,Wichita,KS,67205,9377 Taylor Street,Wichita,KS,67205,2,,475 Center Place,Atlanta,GA,30301,2025-10-14 01:06:30,u,2699.97,2699.97
296,11888835,2025-12-16 05:50:37,picked up,2025-12-18 04:50:37,credit,USD,296,sarah.ocrigan@emailsim.io,,,14771 Wilson Avenue,Montgomery,AL,36134,14771 Wilson Avenue,Montgomery,AL,36134,4,,35901 Anniversary Parkway,Tulsa,OK,74116,2025-12-18 04:50:37,u,10199.92,10199.92
297,11888835,2025-11-25 10:09:06,ready for pickup,2025-11-26 09:09:06,credit,USD,297,allyson.triebner@emailsim.io,overnight,home,13037 Grand Avenue,Saint Louis,MO,63104,13037 Grand Avenue,Saint Louis,MO,63104,5,,7 Tennyson Park,Houston,TX,77206,2025-11-26 09:09:06,u,4399.94,4399.94
298,11888835,2025-07-28 08:43:38,delivered,2025-07-28 19:43:38,debit,USD,298,joseito.longridge@emailsim.io,overnight,store,29 Milwaukee Place,Albany,PA,12227,3032 Second Street,Erie,PA,16505,1,,29 Milwaukee Place,Albany,NY,12227,2025-07-28 19:43:38,u,4999.94,4999.94
299,11888835,2025-10-18 09:02:15,placed,2025-10-18 09:02:15,credit,USD,299,myrtice.kenlin@emailsim.io,standard,home,9866 Victory Boulevard,San Rafael,CA,94913,9866 Victory Boulevard,San Rafael,CA,94913,3,,6 Twin Pines Circle,Arlington,VA,22234,2025-10-18 09:02:15,u,2699.97,2699.97
300,11730761,2025-10-31 15:14:25,cancelled,2025-11-01 06:14:25,credit,USD,300,alysa.sloper@emailsim.io,expedited,store,29 Milwaukee Place,Albany,TN,12227,10971 Fourth Street,Jackson,TN,38308,1,,29 Milwaukee Place,Albany,NY,12227,2025-11-01 06:14:25,u,2599.97,2599.97
301,11730761,2025-08-11 22:55:34,delivered,2025-08-12 05:55:34,debit,USD,301,marybelle.delafoy@emailsim.io,standard,home,4248 Fourth Street,Grand Rapids,MI,49544,4248 Fourth Street,Grand Rapids,MI,49544,2,,475 Center Place,Atlanta,GA,30301,2025-08-12 05:55:34,u,1799.98,1799.98
302,11730761,2025-11-24 15:24:19,picked up,2025-11-26 02:24:19,credit,USD,302,stuart.szwarc@emailsim.io,,,12971 Central Street,Phoenix,AZ,85010,12971 Central Street,Phoenix,AZ,85010,5,,7 Tennyson Park,Houston,TX,77206,2025-11-26 02:24:19,u,9299.91,9299.91
303,11730761,2025-09-21 04:06:06,shipped,2025-09-21 12:06:06,credit,USD,303,amil.kender@emailsim.io,overnight,home,7599 Hillcrest Drive,Sacramento,CA,94207,7599 Hillcrest Drive,Sacramento,CA,94207,4,,35901 Anniversary Parkway,Tulsa,OK,74116,2025-09-21 12:06:06,u,10599.91,10599.91
304,10745717,2025-09-28 02:40:11,placed,2025-09-28 02:40:11,credit,USD,304,glenden.hearnah@emailsim.io,expedited,store,29 Milwaukee Place,Albany,CA,12227,8178 North Street,San Diego,CA,92176,1,,29 Milwaukee Place,Albany,NY,12227,2025-09-28 02:40:11,u,3499.96,3499.96
305,10745717,2025-08-06 04:58:37,ready for pickup,2025-08-07 05:58:37,credit,USD,305,morris.dietzler@emailsim.io,overnight,home,3769 Village Lane,Boulder,CO,80305,3769 Village Lane,Boulder,CO,80305,2,,475 Center Place,Atlanta,GA,30301,2025-08-07 05:58:37,u,8899.9,8899.9
